1.66124717,6.48337512,25.70426456
5.60314514,8.81950383,27.57088442
7.06894562,10.88837536,40.00317360
5.48399604,10.83829479,40.00317360
8.80394679,12.65840011,40.00317360
7.59709163,13.23687001,40.00317360
8.23944348,15.26932642,40.00317360
13.87734929,20.88649311,40.00317360
23.01677118,23.46769637,40.00317360
23.01677118,25.78844530,40.53650445
23.86203622,30.12511560,40.79355755
26.77008102,33.26659427,45.71478197
32.00243899,35.99017545,46.73829810
34.55289996,36.91325749,46.73829810
33.88030546,37.41268789,46.73829810
35.43506161,39.38259199,46.73829810
29.65180660,38.50350350,46.73829810
39.28258681,42.36683047,47.12151711
39.04368131,42.99566514,47.12151711
39.19140972,43.51343940,47.12151711
41.85565422,45.53190455,50.64353797
43.43550704,47.05282593,52.22823209
42.41693497,47.81806286,52.37044625
47.34630728,49.08171848,52.37044625
43.57442077,48.45850015,52.37044625
43.86089378,48.57074486,53.42645408
44.03842217,48.56519179,54.11087592
47.54054694,50.03553030,54.11087592
45.73123262,49.68097547,54.11087592
42.96345583,48.93037252,54.11087592
45.83544675,49.83641142,54.49060274
43.09053531,49.75424424,54.49060274
43.55012768,49.54846017,54.49060274
43.64386075,50.11211354,56.21129192
45.81580767,51.80726627,58.79761986
45.66804644,53.27748024,59.13860502
44.79355959,54.29524967,62.89214941
47.85284192,54.92769032,62.89214941
49.33929647,55.33737054,62.89214941
49.83561797,56.08792062,62.89214941
48.28850435,55.87866985,62.89214941
44.68737526,55.94772058,62.89214941
47.66254994,56.83096297,63.76616479
50.47601402,57.91018079,64.69272668
43.14157212,57.00169156,64.69272668
49.53384422,58.73279097,64.69272668
50.61269090,58.40640607,64.69272668
43.33750774,57.26819858,67.05401880
45.72459155,56.96649739,67.05401880
49.61207981,58.58057300,67.05401880
50.54258985,58.79489803,67.05401880
49.46366701,58.98779019,67.05401880
51.01158473,59.82084617,67.05401880
49.96008235,59.33267242,67.05401880
48.64279340,59.36058790,67.05401880
48.83255451,59.42523870,67.05401880
47.28573787,59.87203881,67.05401880
48.08468954,59.42258437,67.05401880
47.47339297,58.96644441,67.05401880
46.49260845,59.36080961,67.05401880
50.98832992,59.86959268,67.05401880
46.08144524,59.27760709,67.05401880
49.52836154,60.74194677,69.33469231
48.42119318,60.10171621,69.33469231
48.61759647,60.26497636,69.33469231
44.72777614,57.85994989,69.33469231
47.14829766,59.78611877,69.33469231
51.38344575,61.24208492,69.33469231
43.25084947,59.06345673,69.33469231
50.10480031,60.51926736,69.33469231
53.42176719,62.42826942,69.33469231
47.53328151,60.43363387,69.33469231
46.22342084,60.21265243,69.33469231
49.33330445,60.95605587,69.33469231
51.09827845,61.52622098,69.71424305
42.99594159,60.00781407,69.71424305
49.32289401,61.40460476,69.71424305
48.49552756,61.44640754,69.74816879
49.28506683,61.41786453,69.74816879
46.90645504,61.85786205,69.74816879
49.83867326,61.94653440,69.74816879
49.38918493,61.89282959,69.74816879
48.11098106,60.42510981,69.74816879
49.58046900,61.71626181,69.74816879
43.99237587,59.61325207,69.74816879
48.78081320,61.14797547,69.74816879
46.97493132,60.27097342,69.74816879
47.08558808,59.85544064,69.74816879
51.84945737,62.31416352,69.90222191
45.04692741,60.49677838,69.90222191
45.95070366,60.87259977,69.90222191
48.82054789,61.64889322,69.90222191
49.04816748,62.10113027,69.90222191
50.13155573,62.04005969,70.27710705
47.96551588,61.55335581,70.27710705
44.68806480,60.36139359,70.27710705
49.24325040,61.08627877,70.27710705
